Gene Name,Combinations,Diseases,ICD-10 ID,Partner Genes
MYO7A,OLI1037,Atypical hemolytic uremic syndrome,D58.8,MYO7A; USH1C
MYO7A,OLI1038,Atypical hemolytic uremic syndrome,D58.8,MYO7A; PCDH15
PCDH15,OLI1038,Atypical hemolytic uremic syndrome,D58.8,MYO7A; PCDH15
ANAPC1,OLI1039,Primary ovarian failure,E28.3,ANAPC1; ATR; LARS2; MLH3; POLE
LARS2,OLI1039,Primary ovarian failure,E28.3,ANAPC1; ATR; LARS2; MLH3; POLE
ATR,OLI1039,Primary ovarian failure,E28.3,ANAPC1; ATR; LARS2; MLH3; POLE
MLH3,OLI1039,Primary ovarian failure,E28.3,ANAPC1; ATR; LARS2; MLH3; POLE
POLE,OLI1039,Primary ovarian failure,E28.3,ANAPC1; ATR; LARS2; MLH3; POLE
USH1C,OLI104,Usher syndrome type 1,H35.5,CDH23; USH1C
CDH23,OLI104,Usher syndrome type 1,H35.5,CDH23; USH1C
FSHR,OLI1040,Primary ovarian failure,E28.3,ADAMTS16; ATM; BLM; CYP21A2; FSHR
BLM,OLI1040,Primary ovarian failure,E28.3,ADAMTS16; ATM; BLM; CYP21A2; FSHR
ADAMTS16,OLI1040,Primary ovarian failure,E28.3,ADAMTS16; ATM; BLM; CYP21A2; FSHR
CYP21A2,OLI1040,Primary ovarian failure,E28.3,ADAMTS16; ATM; BLM; CYP21A2; FSHR
ATM,OLI1040,Primary ovarian failure,E28.3,ADAMTS16; ATM; BLM; CYP21A2; FSHR
RAD52,OLI1041,Primary ovarian failure,E28.3,MCM9; NCOR2; RAD52; RAD54L; RYR3
MCM9,OLI1041,Primary ovarian failure,E28.3,MCM9; NCOR2; RAD52; RAD54L; RYR3
NCOR2,OLI1041,Primary ovarian failure,E28.3,MCM9; NCOR2; RAD52; RAD54L; RYR3
RYR3,OLI1041,Primary ovarian failure,E28.3,MCM9; NCOR2; RAD52; RAD54L; RYR3
RAD54L,OLI1041,Primary ovarian failure,E28.3,MCM9; NCOR2; RAD52; RAD54L; RYR3
ERBB4,OLI1042,Primary ovarian failure,E28.3,ERBB4; PKP1; RYR3; SAMD11
PKP1,OLI1042,Primary ovarian failure,E28.3,ERBB4; PKP1; RYR3; SAMD11
SAMD11,OLI1042,Primary ovarian failure,E28.3,ERBB4; PKP1; RYR3; SAMD11
RYR3,OLI1042,Primary ovarian failure,E28.3,ERBB4; PKP1; RYR3; SAMD11
NR5A1,OLI1043,Primary ovarian failure,E28.3,FIGLA; NCOR2; NOBOX; NR5A1
NCOR2,OLI1043,Primary ovarian failure,E28.3,FIGLA; NCOR2; NOBOX; NR5A1
NOBOX,OLI1043,Primary ovarian failure,E28.3,FIGLA; NCOR2; NOBOX; NR5A1
FIGLA,OLI1043,Primary ovarian failure,E28.3,FIGLA; NCOR2; NOBOX; NR5A1
TRRAP,OLI1044,Primary ovarian failure,E28.3,NOTCH3; TRRAP; VWF
NOTCH3,OLI1044,Primary ovarian failure,E28.3,NOTCH3; TRRAP; VWF
VWF,OLI1044,Primary ovarian failure,E28.3,NOTCH3; TRRAP; VWF
NOTCH4,OLI1045,Primary ovarian failure,E28.3,ATG4C; NOTCH4; RMI1; SAMD11
ATG4C,OLI1045,Primary ovarian failure,E28.3,ATG4C; NOTCH4; RMI1; SAMD11
SAMD11,OLI1045,Primary ovarian failure,E28.3,ATG4C; NOTCH4; RMI1; SAMD11
RMI1,OLI1045,Primary ovarian failure,E28.3,ATG4C; NOTCH4; RMI1; SAMD11
RAD50,OLI1046,Primary ovarian failure,E28.3,ADAMTS5; NR5A1; RAD50; SYNE1
SYNE1,OLI1046,Primary ovarian failure,E28.3,ADAMTS5; NR5A1; RAD50; SYNE1
ADAMTS5,OLI1046,Primary ovarian failure,E28.3,ADAMTS5; NR5A1; RAD50; SYNE1
NR5A1,OLI1046,Primary ovarian failure,E28.3,ADAMTS5; NR5A1; RAD50; SYNE1
ADAMTS4,OLI1047,Primary ovarian failure,E28.3,ADAMTS4; DHCR24; FSHR; RAD52
FSHR,OLI1047,Primary ovarian failure,E28.3,ADAMTS4; DHCR24; FSHR; RAD52
RAD52,OLI1047,Primary ovarian failure,E28.3,ADAMTS4; DHCR24; FSHR; RAD52
DHCR24,OLI1047,Primary ovarian failure,E28.3,ADAMTS4; DHCR24; FSHR; RAD52
KPNA2,OLI1048,Primary ovarian failure,E28.3,APC2; ATG2A; COL6A1; KPNA2
COL6A1,OLI1048,Primary ovarian failure,E28.3,APC2; ATG2A; COL6A1; KPNA2
ATG2A,OLI1048,Primary ovarian failure,E28.3,APC2; ATG2A; COL6A1; KPNA2
APC2,OLI1048,Primary ovarian failure,E28.3,APC2; ATG2A; COL6A1; KPNA2
RIPK1,OLI1049,Primary ovarian failure,E28.3,LARS2; RBBP8; RIPK1; THBS2
THBS2,OLI1049,Primary ovarian failure,E28.3,LARS2; RBBP8; RIPK1; THBS2
LARS2,OLI1049,Primary ovarian failure,E28.3,LARS2; RBBP8; RIPK1; THBS2
RBBP8,OLI1049,Primary ovarian failure,E28.3,LARS2; RBBP8; RIPK1; THBS2
MYO7A,OLI105,Usher syndrome type 2,H35.5,MYO7A; USH2A
USH2A,OLI105,Usher syndrome type 2,H35.5,MYO7A; USH2A
POLG,OLI1050,Primary ovarian failure,E28.3,ATM; NCOR2; POLG
ATM,OLI1050,Primary ovarian failure,E28.3,ATM; NCOR2; POLG
NCOR2,OLI1050,Primary ovarian failure,E28.3,ATM; NCOR2; POLG
VWF,OLI1051,Primary ovarian failure,E28.3,HK3; LGR4; VWF
HK3,OLI1051,Primary ovarian failure,E28.3,HK3; LGR4; VWF
LGR4,OLI1051,Primary ovarian failure,E28.3,HK3; LGR4; VWF
TUBA8,OLI1052,Primary ovarian failure,E28.3,ID1; TEX15; TUBA8
TEX15,OLI1052,Primary ovarian failure,E28.3,ID1; TEX15; TUBA8
ID1,OLI1052,Primary ovarian failure,E28.3,ID1; TEX15; TUBA8
ATR,OLI1053,Primary ovarian failure,E28.3,ATR; POLG
POLG,OLI1053,Primary ovarian failure,E28.3,ATR; POLG
TP53,OLI1054,Primary ovarian failure,E28.3,NOTCH2; SAMD11; TP53
SAMD11,OLI1054,Primary ovarian failure,E28.3,NOTCH2; SAMD11; TP53
NOTCH2,OLI1054,Primary ovarian failure,E28.3,NOTCH2; SAMD11; TP53
LARS2,OLI1055,Primary ovarian failure,E28.3,ERBB3; LARS2; POLG
ERBB3,OLI1055,Primary ovarian failure,E28.3,ERBB3; LARS2; POLG
POLG,OLI1055,Primary ovarian failure,E28.3,ERBB3; LARS2; POLG
RAD52,OLI1056,Primary ovarian failure,E28.3,PLEC; RAD52; RBBP8
RBBP8,OLI1056,Primary ovarian failure,E28.3,PLEC; RAD52; RBBP8
PLEC,OLI1056,Primary ovarian failure,E28.3,PLEC; RAD52; RBBP8
PRIM1,OLI1057,Primary ovarian failure,E28.3,ATG4C; ATM; PRIM1
ATM,OLI1057,Primary ovarian failure,E28.3,ATG4C; ATM; PRIM1
ATG4C,OLI1057,Primary ovarian failure,E28.3,ATG4C; ATM; PRIM1
KMT2D,OLI1058,Primary ovarian failure,E28.3,KMT2D; NBN; SAMD11
SAMD11,OLI1058,Primary ovarian failure,E28.3,KMT2D; NBN; SAMD11
NBN,OLI1058,Primary ovarian failure,E28.3,KMT2D; NBN; SAMD11
LRP5,OLI1059,Primary ovarian failure,E28.3,APC2; COL6A2; LRP5
COL6A2,OLI1059,Primary ovarian failure,E28.3,APC2; COL6A2; LRP5
APC2,OLI1059,Primary ovarian failure,E28.3,APC2; COL6A2; LRP5
MYO7A,OLI106,Usher syndrome type 2,H35.5,MYO7A; USH2A
USH2A,OLI106,Usher syndrome type 2,H35.5,MYO7A; USH2A
BMP15,OLI1060,Primary ovarian failure,E28.3,BMP15; GDF9
GDF9,OLI1060,Primary ovarian failure,E28.3,BMP15; GDF9
STAG3,OLI1061,Primary ovarian failure,E28.3,NOBOX; STAG3
NOBOX,OLI1061,Primary ovarian failure,E28.3,NOBOX; STAG3
LHCGR,OLI1062,Primary ovarian failure,E28.3,LHCGR; REC8
REC8,OLI1062,Primary ovarian failure,E28.3,LHCGR; REC8
VLDLR,OLI1063,Primary ovarian failure,E28.3,AGRN; VLDLR
AGRN,OLI1063,Primary ovarian failure,E28.3,AGRN; VLDLR
FANCA,OLI1064,Primary ovarian failure,E28.3,FANCA; TP63
TP63,OLI1064,Primary ovarian failure,E28.3,FANCA; TP63
RELN,OLI1065,Primary ovarian failure,E28.3,DMRT3; RELN
DMRT3,OLI1065,Primary ovarian failure,E28.3,DMRT3; RELN
AKAP9,OLI1066,Primary ovarian failure,E28.3,AKAP9; HDAC5
HDAC5,OLI1066,Primary ovarian failure,E28.3,AKAP9; HDAC5
SAMD11,OLI1067,Primary ovarian failure,E28.3,HK3; SAMD11
HK3,OLI1067,Primary ovarian failure,E28.3,HK3; SAMD11
CCNB1IP1,OLI1068,Primary ovarian failure,E28.3,CCNB1IP1; MLH3
MLH3,OLI1068,Primary ovarian failure,E28.3,CCNB1IP1; MLH3
MSH4,OLI1069,Primary ovarian failure,E28.3,CYP21A2; MSH4
CYP21A2,OLI1069,Primary ovarian failure,E28.3,CYP21A2; MSH4
CDH23,OLI107,Usher syndrome type 2,H35.5,CDH23; USH2A
USH2A,OLI107,Usher syndrome type 2,H35.5,CDH23; USH2A
SAMD11,OLI1070,Primary ovarian failure,E28.3,COL6A2; SAMD11
COL6A2,OLI1070,Primary ovarian failure,E28.3,COL6A2; SAMD11
RELN,OLI1071,Primary ovarian failure,E28.3,GPR137C; RELN
GPR137C,OLI1071,Primary ovarian failure,E28.3,GPR137C; RELN
FGFR1,OLI1072,"46,XY disorder of sex development",N.A.,FGFR1; STARD3
FGFR1,OLI1072,Rare congenital non-syndromic heart malformation,N.A.,FGFR1; STARD3
STARD3,OLI1072,"46,XY disorder of sex development",N.A.,FGFR1; STARD3
STARD3,OLI1072,Rare congenital non-syndromic heart malformation,N.A.,FGFR1; STARD3
TG,OLI1073,Congenital hypothyroidism,E00.9,TG; TSHR
TSHR,OLI1073,Congenital hypothyroidism,E00.9,TG; TSHR
DUOX2,OLI1074,Congenital hypothyroidism,E00.9,DUOX2; TSHR
TSHR,OLI1074,Congenital hypothyroidism,E00.9,DUOX2; TSHR
TSHR,OLI1075,Congenital hypothyroidism,E00.9,SLC26A4; TSHR
SLC26A4,OLI1075,Congenital hypothyroidism,E00.9,SLC26A4; TSHR
DUOX2,OLI1076,Congenital hypothyroidism,E00.9,DUOX2; TSHR
TSHR,OLI1076,Congenital hypothyroidism,E00.9,DUOX2; TSHR
GLIS3,OLI1077,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; GLIS3
DUOXA1,OLI1077,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; GLIS3
DUOX2,OLI1077,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; GLIS3
DUOXA1,OLI1078,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; JAG1
DUOX2,OLI1078,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; JAG1
JAG1,OLI1078,Congenital hypothyroidism,E00.9,DUOX2; DUOXA1; JAG1
JAG1,OLI1079,Congenital hypothyroidism,E00.9,DUOXA1; JAG1
DUOXA1,OLI1079,Congenital hypothyroidism,E00.9,DUOXA1; JAG1
ADGRV1,OLI108,Usher syndrome type 2,H35.5,ADGRV1; WHRN
WHRN,OLI108,Usher syndrome type 2,H35.5,ADGRV1; WHRN
DUOX2,OLI1080,Congenital hypothyroidism,E00.9,CDCA8; DUOX2
CDCA8,OLI1080,Congenital hypothyroidism,E00.9,CDCA8; DUOX2
DUOX2,OLI1081,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TSHR
NKX2-1,OLI1081,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TSHR
TSHR,OLI1081,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TSHR
NKX2-1,OLI1082,Congenital hypothyroidism,E00.9,NKX2-1; TG
TG,OLI1082,Congenital hypothyroidism,E00.9,NKX2-1; TG
DUOX2,OLI1083,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TG
NKX2-1,OLI1083,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TG
TG,OLI1083,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TG
TG,OLI1084,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TG
DUOX2,OLI1084,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TG
NKX2-1,OLI1084,Congenital hypothyroidism,E00.9,DUOX2; NKX2-1; TG
TG,OLI1085,Congenital hypothyroidism,E00.9,DUOX2; SHH; TG
SHH,OLI1085,Congenital hypothyroidism,E00.9,DUOX2; SHH; TG
DUOX2,OLI1085,Congenital hypothyroidism,E00.9,DUOX2; SHH; TG
CDCA8,OLI1086,Congenital hypothyroidism,E00.9,CDCA8; SHH; SLC26A4
SHH,OLI1086,Congenital hypothyroidism,E00.9,CDCA8; SHH; SLC26A4
SLC26A4,OLI1086,Congenital hypothyroidism,E00.9,CDCA8; SHH; SLC26A4
HOXB3,OLI1087,Congenital hypothyroidism,E00.9,HOXB3; TG
TG,OLI1087,Congenital hypothyroidism,E00.9,HOXB3; TG
HOXB3,OLI1088,Congenital hypothyroidism,E00.9,DUOX2; HOXB3
DUOX2,OLI1088,Congenital hypothyroidism,E00.9,DUOX2; HOXB3
DUOX2,OLI1089,Congenital hypothyroidism,E00.9,DUOX2; EYA1
EYA1,OLI1089,Congenital hypothyroidism,E00.9,DUOX2; EYA1
TJP2,OLI109,Familial hypercholanemia,N.A.,BAAT; TJP2
BAAT,OLI109,Familial hypercholanemia,N.A.,BAAT; TJP2
TG,OLI1090,Congenital hypothyroidism,E00.9,EYA1; TG
EYA1,OLI1090,Congenital hypothyroidism,E00.9,EYA1; TG
DUOXA2,OLI1091,Congenital hypothyroidism,E00.9,DUOXA2; HES1; TPO
HES1,OLI1091,Congenital hypothyroidism,E00.9,DUOXA2; HES1; TPO
TPO,OLI1091,Congenital hypothyroidism,E00.9,DUOXA2; HES1; TPO
NKX2-5,OLI1092,Congenital hypothyroidism,E00.9,NKX2-5; TG
TG,OLI1092,Congenital hypothyroidism,E00.9,NKX2-5; TG
PAX8,OLI1093,Congenital hypothyroidism,E00.9,GNAS; PAX8; TG
GNAS,OLI1093,Congenital hypothyroidism,E00.9,GNAS; PAX8; TG
TG,OLI1093,Congenital hypothyroidism,E00.9,GNAS; PAX8; TG
JAG1,OLI1094,Congenital hypothyroidism,E00.9,HOXB3; JAG1; TG
HOXB3,OLI1094,Congenital hypothyroidism,E00.9,HOXB3; JAG1; TG
TG,OLI1094,Congenital hypothyroidism,E00.9,HOXB3; JAG1; TG
TYR,OLI1095,Oculocutaneous albinism,E70.3,OCA2; TYR
OCA2,OLI1095,Oculocutaneous albinism,E70.3,OCA2; TYR
OCA2,OLI1096,Oculocutaneous albinism,E70.3,OCA2; TYR
TYR,OLI1096,Oculocutaneous albinism,E70.3,OCA2; TYR
OCA2,OLI1097,Oculocutaneous albinism,E70.3,OCA2; TYR
TYR,OLI1097,Oculocutaneous albinism,E70.3,OCA2; TYR
TYR,OLI1098,Oculocutaneous albinism,E70.3,OCA2; TYR
OCA2,OLI1098,Oculocutaneous albinism,E70.3,OCA2; TYR
OCA2,OLI1099,Oculocutaneous albinism,E70.3,OCA2; TYR
TYR,OLI1099,Oculocutaneous albinism,E70.3,OCA2; TYR
TJP2,OLI110,Familial hypercholanemia,N.A.,BAAT; TJP2
BAAT,OLI110,Familial hypercholanemia,N.A.,BAAT; TJP2
GJB2,OLI1100,Rare genetic deafness,N.A.,CDH23; GJB2; KCNQ4; MPDZ; SLC26A4
MPDZ,OLI1100,Rare genetic deafness,N.A.,CDH23; GJB2; KCNQ4; MPDZ; SLC26A4
CDH23,OLI1100,Rare genetic deafness,N.A.,CDH23; GJB2; KCNQ4; MPDZ; SLC26A4
SLC26A4,OLI1100,Rare genetic deafness,N.A.,CDH23; GJB2; KCNQ4; MPDZ; SLC26A4
KCNQ4,OLI1100,Rare genetic deafness,N.A.,CDH23; GJB2; KCNQ4; MPDZ; SLC26A4
KCNQ4,OLI1101,Rare genetic deafness,N.A.,GJB2; KCNQ4; MPDZ
GJB2,OLI1101,Rare genetic deafness,N.A.,GJB2; KCNQ4; MPDZ
MPDZ,OLI1101,Rare genetic deafness,N.A.,GJB2; KCNQ4; MPDZ
MPDZ,OLI1102,Rare genetic deafness,N.A.,CDH23; MPDZ; SLC26A4
SLC26A4,OLI1102,Rare genetic deafness,N.A.,CDH23; MPDZ; SLC26A4
CDH23,OLI1102,Rare genetic deafness,N.A.,CDH23; MPDZ; SLC26A4
MPDZ,OLI1103,Rare genetic deafness,N.A.,CDH23; GJB2; MPDZ; SLC26A4
GJB2,OLI1103,Rare genetic deafness,N.A.,CDH23; GJB2; MPDZ; SLC26A4
SLC26A4,OLI1103,Rare genetic deafness,N.A.,CDH23; GJB2; MPDZ; SLC26A4
CDH23,OLI1103,Rare genetic deafness,N.A.,CDH23; GJB2; MPDZ; SLC26A4
MPDZ,OLI1104,Rare genetic deafness,N.A.,CDH23; GJB2; MPDZ
CDH23,OLI1104,Rare genetic deafness,N.A.,CDH23; GJB2; MPDZ
GJB2,OLI1104,Rare genetic deafness,N.A.,CDH23; GJB2; MPDZ
LHB,OLI1105,Kallmann syndrome,E23.0,FGFR1; LHB
FGFR1,OLI1105,Kallmann syndrome,E23.0,FGFR1; LHB
FGFR1,OLI1106,Kallmann syndrome,E23.0,ANOS1; FGFR1
ANOS1,OLI1106,Kallmann syndrome,E23.0,ANOS1; FGFR1
FGFR1,OLI1107,Kallmann syndrome,E23.0,FGFR1; NR0B1
NR0B1,OLI1107,Kallmann syndrome,E23.0,FGFR1; NR0B1
IL17RD,OLI1108,Kallmann syndrome,E23.0,IL17RD; PROKR2
PROKR2,OLI1108,Kallmann syndrome,E23.0,IL17RD; PROKR2
PROKR2,OLI1109,Kallmann syndrome,E23.0,PROKR2; SOX10
SOX10,OLI1109,Kallmann syndrome,E23.0,PROKR2; SOX10
MFN2,OLI111,Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy,G60.0,GDAP1; MFN2
GDAP1,OLI111,Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy,G60.0,GDAP1; MFN2
LHB,OLI1110,Kallmann syndrome,E23.0,LHB; PROKR2
PROKR2,OLI1110,Kallmann syndrome,E23.0,LHB; PROKR2
SEMA3A,OLI1111,CHARGE syndrome,Q87.8,CHD7; SEMA3A
SEMA3A,OLI1111,Kallmann syndrome,E23.0,CHD7; SEMA3A
CHD7,OLI1111,CHARGE syndrome,Q87.8,CHD7; SEMA3A
CHD7,OLI1111,Kallmann syndrome,E23.0,CHD7; SEMA3A
CHD7,OLI1112,CHARGE syndrome,Q87.8,CHD7; NSMF
CHD7,OLI1112,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CHD7; NSMF
NSMF,OLI1112,CHARGE syndrome,Q87.8,CHD7; NSMF
NSMF,OLI1112,Normosmic congenital hypogonadotropic hypogonadism,E23.0,CHD7; NSMF
SEMA3E,OLI1113,CHARGE syndrome,Q87.8,CHD7; SEMA3E
SEMA3E,OLI1113,Kallmann syndrome,E23.0,CHD7; SEMA3E
CHD7,OLI1113,CHARGE syndrome,Q87.8,CHD7; SEMA3E
CHD7,OLI1113,Kallmann syndrome,E23.0,CHD7; SEMA3E
ANOS1,OLI1114,Kallmann syndrome,E23.0,ANOS1; NSMF
NSMF,OLI1114,Kallmann syndrome,E23.0,ANOS1; NSMF
WDR11,OLI1115,Kallmann syndrome,E23.0,SEMA3A; WDR11
SEMA3A,OLI1115,Kallmann syndrome,E23.0,SEMA3A; WDR11
BBS4,OLI1116,Bardet-Biedl syndrome,Q87.8,BBS1; BBS4
BBS1,OLI1116,Bardet-Biedl syndrome,Q87.8,BBS1; BBS4
BBS4,OLI1117,Bardet-Biedl syndrome,Q87.8,BBS1; BBS4
BBS1,OLI1117,Bardet-Biedl syndrome,Q87.8,BBS1; BBS4
BBS10,OLI1118,Bardet-Biedl syndrome,Q87.8,BBS1; BBS10
BBS1,OLI1118,Bardet-Biedl syndrome,Q87.8,BBS1; BBS10
BBS10,OLI1119,Bardet-Biedl syndrome,Q87.8,BBS1; BBS10
BBS1,OLI1119,Bardet-Biedl syndrome,Q87.8,BBS1; BBS10
PDX1,OLI112,MODY,E13,NEUROD1; PDX1
NEUROD1,OLI112,MODY,E13,NEUROD1; PDX1
BBS12,OLI1120,Bardet-Biedl syndrome,Q87.8,BBS1; BBS12
BBS1,OLI1120,Bardet-Biedl syndrome,Q87.8,BBS1; BBS12
BBS12,OLI1121,Bardet-Biedl syndrome,Q87.8,BBS12; BBS2; BBS4
BBS4,OLI1121,Bardet-Biedl syndrome,Q87.8,BBS12; BBS2; BBS4
BBS2,OLI1121,Bardet-Biedl syndrome,Q87.8,BBS12; BBS2; BBS4
BBS2,OLI1122,Bardet-Biedl syndrome,Q87.8,BBS1; BBS2
BBS1,OLI1122,Bardet-Biedl syndrome,Q87.8,BBS1; BBS2
BBS4,OLI1123,Bardet-Biedl syndrome,Q87.8,BBS4; BBS9
BBS9,OLI1123,Bardet-Biedl syndrome,Q87.8,BBS4; BBS9
BBS7,OLI1124,Bardet-Biedl syndrome,Q87.8,BBS4; BBS7
BBS4,OLI1124,Bardet-Biedl syndrome,Q87.8,BBS4; BBS7
BBS10,OLI1125,Bardet-Biedl syndrome,Q87.8,BBS10; BBS5
BBS5,OLI1125,Bardet-Biedl syndrome,Q87.8,BBS10; BBS5
BBS1,OLI1127,Bardet-Biedl syndrome,Q87.8,BBS1; BBS10; BBS12
BBS10,OLI1127,Bardet-Biedl syndrome,Q87.8,BBS1; BBS10; BBS12
BBS12,OLI1127,Bardet-Biedl syndrome,Q87.8,BBS1; BBS10; BBS12
BBS12,OLI1128,Bardet-Biedl syndrome,Q87.8,BBS10; BBS12
BBS10,OLI1128,Bardet-Biedl syndrome,Q87.8,BBS10; BBS12
BBS12,OLI1129,Bardet-Biedl syndrome,Q87.8,BBS1; BBS12
BBS1,OLI1129,Bardet-Biedl syndrome,Q87.8,BBS1; BBS12
NEUROD1,OLI113,MODY,E13,NEUROD1; PDX1
PDX1,OLI113,MODY,E13,NEUROD1; PDX1
BBS4,OLI1130,Bardet-Biedl syndrome,Q87.8,BBS12; BBS4
BBS12,OLI1130,Bardet-Biedl syndrome,Q87.8,BBS12; BBS4
BBS9,OLI1131,Bardet-Biedl syndrome,Q87.8,BBS12; BBS9; MKKS
BBS12,OLI1131,Bardet-Biedl syndrome,Q87.8,BBS12; BBS9; MKKS
MKKS,OLI1131,Bardet-Biedl syndrome,Q87.8,BBS12; BBS9; MKKS
BBS12,OLI1132,Bardet-Biedl syndrome,Q87.8,BBS12; BBS2; BBS4
BBS2,OLI1132,Bardet-Biedl syndrome,Q87.8,BBS12; BBS2; BBS4
BBS4,OLI1132,Bardet-Biedl syndrome,Q87.8,BBS12; BBS2; BBS4
BBS9,OLI1133,Bardet-Biedl syndrome,Q87.8,BBS4; BBS9
BBS4,OLI1133,Bardet-Biedl syndrome,Q87.8,BBS4; BBS9
TRIM32,OLI1134,Bardet-Biedl syndrome,Q87.8,BBS5; TRIM32
BBS5,OLI1134,Bardet-Biedl syndrome,Q87.8,BBS5; TRIM32
PMS2,OLI1135,Lynch syndrome,D48.9,PMS2; POLE
POLE,OLI1135,Lynch syndrome,D48.9,PMS2; POLE
AMH,OLI1136,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,AMH; HOXA10
HOXA10,OLI1136,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,AMH; HOXA10
AMH,OLI1137,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,AMH; CRTAP
CRTAP,OLI1137,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,AMH; CRTAP
AMH,OLI1138,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,AMH; MEFV
MEFV,OLI1138,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,AMH; MEFV
ZNF263,OLI1139,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,CFTR; SHOX; ZNF263
CFTR,OLI1139,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,CFTR; SHOX; ZNF263
SHOX,OLI1139,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,CFTR; SHOX; ZNF263
POLG,OLI114,Progressive external ophthalmoplegia,H49.4,POLG; TWNK
TWNK,OLI114,Progressive external ophthalmoplegia,H49.4,POLG; TWNK
WNT4,OLI1140,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,CNOT1; WNT4
CNOT1,OLI1140,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,CNOT1; WNT4
MEFV,OLI1141,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,MEFV; WNT4
WNT4,OLI1141,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,MEFV; WNT4
MMP14,OLI1142,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,LAMC1; MMP14; ZNF205
LAMC1,OLI1142,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,LAMC1; MMP14; ZNF205
ZNF205,OLI1142,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,LAMC1; MMP14; ZNF205
SHOX,OLI1143,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,LRP10; SHOX
LRP10,OLI1143,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,LRP10; SHOX
WNT9B,OLI1144,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,TRIM71; WNT9B
TRIM71,OLI1144,Mayer-Rokitansky-Küster-Hauser syndrome,Q51.8,TRIM71; WNT9B
PRSS1,OLI1145,Hereditary diffuse gastric cancer,C16.9,PRSS1; SMAD4
SMAD4,OLI1145,Hereditary diffuse gastric cancer,C16.9,PRSS1; SMAD4
BBS4,OLI1146,Bardet-Biedl syndrome,Q87.8,BBS1; BBS4; CEP290; MKS1; TTC8
BBS1,OLI1146,Bardet-Biedl syndrome,Q87.8,BBS1; BBS4; CEP290; MKS1; TTC8
CEP290,OLI1146,Bardet-Biedl syndrome,Q87.8,BBS1; BBS4; CEP290; MKS1; TTC8
TTC8,OLI1146,Bardet-Biedl syndrome,Q87.8,BBS1; BBS4; CEP290; MKS1; TTC8
MKS1,OLI1146,Bardet-Biedl syndrome,Q87.8,BBS1; BBS4; CEP290; MKS1; TTC8
BSCL2,OLI1147,Hereditary spastic paraplegia,G11.4,BSCL2; SPG7
SPG7,OLI1147,Hereditary spastic paraplegia,G11.4,BSCL2; SPG7
SPAST,OLI1148,Hereditary spastic paraplegia,G11.4,SPAST; SPG7
SPG7,OLI1148,Hereditary spastic paraplegia,G11.4,SPAST; SPG7
SPG7,OLI1149,Hereditary spastic paraplegia,G11.4,SPAST; SPG7
SPAST,OLI1149,Hereditary spastic paraplegia,G11.4,SPAST; SPG7
PSMA3,OLI115,CANDLE syndrome,N.A.,PSMA3; PSMB8
PSMB8,OLI115,CANDLE syndrome,N.A.,PSMA3; PSMB8
TBCE,OLI1150,Hereditary spastic paraplegia,G11.4,SPG7; TBCE
SPG7,OLI1150,Hereditary spastic paraplegia,G11.4,SPG7; TBCE
SPG7,OLI1151,Hereditary spastic paraplegia,G11.4,AFG3L2; SPG7
AFG3L2,OLI1151,Hereditary spastic paraplegia,G11.4,AFG3L2; SPG7
SPG7,OLI1152,Hereditary spastic paraplegia,G11.4,CACNA1A; SPG7
CACNA1A,OLI1152,Hereditary spastic paraplegia,G11.4,CACNA1A; SPG7
